ocd_division,email,county,loc_name,address_one,address_two,city,state,zip,start_time,end_time,start_date,end_date,by_appointment_one,by_appointment_two,appointmnents,subject_to_change,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
ocd-division/country:us/state:wy/county:hot_springs,ninaw@hscounty.com,Hot Springs County,Hot Springs County Courthouse,415 Arapahoe,,Thermopolis,WY,82443-2783,8:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,74,"415 Arapahoe nan Thermopolis, WY 82443-2783",,08:00 AM - 05:00 PM,,ho2274314,false,true,,,,poll41834629
ocd-division/country:us/state:wy/county:johnson,clerk@johnsoncowy.us,Johnson County,Johnson County Courthouse,76 North Main Street,,Buffalo,WY,82834-1883,8:00:00 - 6:00,17:00:00 - 6:00,9/23/16,9/23/16,False,False,False,False,75,"76 North Main Street nan Buffalo, WY 82834-1883",,08:00 AM - 05:00 PM,,ho27364480,false,true,,,,poll44373553
ocd-division/country:us/state:wy/county:johnson,clerk@johnsoncowy.us,Johnson County,Johnson County Courthouse,76 North Main Street,,Buffalo,WY,82834-1883,8:00:00 - 6:00,17:00:00 - 6:00,9/26/16,9/30/16,False,False,False,False,76,"76 North Main Street nan Buffalo, WY 82834-1883",,08:00 AM - 05:00 PM,,ho27364480,false,true,,,,poll44373553
ocd-division/country:us/state:wy/county:johnson,clerk@johnsoncowy.us,Johnson County,Johnson County Courthouse,76 North Main Street,,Buffalo,WY,82834-1883,8:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,False,False,False,False,77,"76 North Main Street nan Buffalo, WY 82834-1883",,08:00 AM - 05:00 PM,,ho27364480,false,true,,,,poll44373553
ocd-division/country:us/state:wy/county:johnson,clerk@johnsoncowy.us,Johnson County,Johnson County Courthouse,76 North Main Street,,Buffalo,WY,82834-1883,8:00:00 - 6:00,17:00:00 - 6:00,10/11/16,10/14/16,False,False,False,False,78,"76 North Main Street nan Buffalo, WY 82834-1883",,08:00 AM - 05:00 PM,,ho27364480,false,true,,,,poll44373553
ocd-division/country:us/state:wy/county:johnson,clerk@johnsoncowy.us,Johnson County,Johnson County Courthouse,76 North Main Street,,Buffalo,WY,82834-1883,8:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,False,False,False,False,79,"76 North Main Street nan Buffalo, WY 82834-1883",,08:00 AM - 05:00 PM,,ho27364480,false,true,,,,poll44373553
ocd-division/country:us/state:wy/county:johnson,clerk@johnsoncowy.us,Johnson County,Johnson County Courthouse,76 North Main Street,,Buffalo,WY,82834-1883,8:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,80,"76 North Main Street nan Buffalo, WY 82834-1883",,08:00 AM - 05:00 PM,,ho27364480,false,true,,,,poll44373553
ocd-division/country:us/state:wy/county:johnson,clerk@johnsoncowy.us,Johnson County,Johnson County Courthouse,76 North Main Street,,Buffalo,WY,82834-1883,8:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,81,"76 North Main Street nan Buffalo, WY 82834-1883",,08:00 AM - 05:00 PM,,ho27364480,false,true,,,,poll44373553
ocd-division/country:us/state:wy/county:johnson,clerk@johnsoncowy.us,Johnson County,Johnson County Courthouse,76 North Main Street,,Buffalo,WY,82834-1883,8:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,82,"76 North Main Street nan Buffalo, WY 82834-1883",,08:00 AM - 05:00 PM,,ho27364480,false,true,,,,poll44373553
ocd-division/country:us/state:wy/county:laramie,dlathrop@laramiecountyclerk.com,Laramie County,Laramie County Courthouse,309 West 20th Street,,Cheyenne,WY,82001,8:00:00 - 6:00,17:00:00 - 6:00,9/23/16,9/23/16,False,False,False,False,83,"309 West 20th Street nan Cheyenne, WY 82001",,08:00 AM - 05:00 PM,,ho83221112,false,true,,,,poll802668
ocd-division/country:us/state:wy/county:laramie,dlathrop@laramiecountyclerk.com,Laramie County,Laramie County Courthouse,309 West 20th Street,,Cheyenne,WY,82001,8:00:00 - 6:00,17:00:00 - 6:00,9/26/16,9/30/16,False,False,False,False,84,"309 West 20th Street nan Cheyenne, WY 82001",,08:00 AM - 05:00 PM,,ho83221112,false,true,,,,poll802668
ocd-division/country:us/state:wy/county:laramie,dlathrop@laramiecountyclerk.com,Laramie County,Laramie County Courthouse,309 West 20th Street,,Cheyenne,WY,82001,8:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,False,False,False,False,85,"309 West 20th Street nan Cheyenne, WY 82001",,08:00 AM - 05:00 PM,,ho83221112,false,true,,,,poll802668
ocd-division/country:us/state:wy/county:laramie,dlathrop@laramiecountyclerk.com,Laramie County,Laramie County Courthouse,309 West 20th Street,,Cheyenne,WY,82001,8:00:00 - 6:00,17:00:00 - 6:00,10/10/16,10/14/16,False,False,False,False,86,"309 West 20th Street nan Cheyenne, WY 82001",,08:00 AM - 05:00 PM,,ho83221112,false,true,,,,poll802668
ocd-division/country:us/state:wy/county:laramie,dlathrop@laramiecountyclerk.com,Laramie County,Laramie County Courthouse,309 West 20th Street,,Cheyenne,WY,82001,8:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,False,False,False,False,87,"309 West 20th Street nan Cheyenne, WY 82001",,08:00 AM - 05:00 PM,,ho83221112,false,true,,,,poll802668
ocd-division/country:us/state:wy/county:laramie,dlathrop@laramiecountyclerk.com,Laramie County,Laramie County Courthouse,309 West 20th Street,,Cheyenne,WY,82001,8:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,88,"309 West 20th Street nan Cheyenne, WY 82001",,08:00 AM - 05:00 PM,,ho83221112,false,true,,,,poll802668
ocd-division/country:us/state:wy/county:laramie,dlathrop@laramiecountyclerk.com,Laramie County,Laramie County Courthouse,309 West 20th Street,,Cheyenne,WY,82001,8:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,89,"309 West 20th Street nan Cheyenne, WY 82001",,08:00 AM - 05:00 PM,,ho83221112,false,true,,,,poll802668
ocd-division/country:us/state:wy/county:laramie,dlathrop@laramiecountyclerk.com,Laramie County,Laramie County Courthouse,309 West 20th Street,,Cheyenne,WY,82001,8:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,90,"309 West 20th Street nan Cheyenne, WY 82001",,08:00 AM - 05:00 PM,,ho83221112,false,true,,,,poll802668
ocd-division/country:us/state:wy/county:lincoln,jwagner@lcwy.org,Lincoln County,Lincoln County Courthouse,925 Sage Avenue,Ste 101,Kemmerer,WY,83101,8:00:00 - 6:00,17:00:00 - 6:00,9/23/16,9/23/16,False,False,False,False,91,"925 Sage Avenue Ste 101 Kemmerer, WY 83101",,08:00 AM - 05:00 PM,,ho50699225,false,true,,,,poll7563412
ocd-division/country:us/state:wy/county:lincoln,jwagner@lcwy.org,Lincoln County,Lincoln County Courthouse,925 Sage Avenue,Ste 101,Kemmerer,WY,83101,8:00:00 - 6:00,17:00:00 - 6:00,9/26/16,9/30/16,False,False,False,False,92,"925 Sage Avenue Ste 101 Kemmerer, WY 83101",,08:00 AM - 05:00 PM,,ho50699225,false,true,,,,poll7563412
ocd-division/country:us/state:wy/county:lincoln,jwagner@lcwy.org,Lincoln County,Lincoln County Courthouse,925 Sage Avenue,Ste 101,Kemmerer,WY,83101,8:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,False,False,False,False,93,"925 Sage Avenue Ste 101 Kemmerer, WY 83101",,08:00 AM - 05:00 PM,,ho50699225,false,true,,,,poll7563412
ocd-division/country:us/state:wy/county:lincoln,jwagner@lcwy.org,Lincoln County,Lincoln County Courthouse,925 Sage Avenue,Ste 101,Kemmerer,WY,83101,8:00:00 - 6:00,17:00:00 - 6:00,10/10/16,10/14/16,False,False,False,False,94,"925 Sage Avenue Ste 101 Kemmerer, WY 83101",,08:00 AM - 05:00 PM,,ho50699225,false,true,,,,poll7563412
ocd-division/country:us/state:wy/county:lincoln,jwagner@lcwy.org,Lincoln County,Lincoln County Courthouse,925 Sage Avenue,Ste 101,Kemmerer,WY,83101,8:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,False,False,False,False,95,"925 Sage Avenue Ste 101 Kemmerer, WY 83101",,08:00 AM - 05:00 PM,,ho50699225,false,true,,,,poll7563412
ocd-division/country:us/state:wy/county:lincoln,jwagner@lcwy.org,Lincoln County,Lincoln County Courthouse,925 Sage Avenue,Ste 101,Kemmerer,WY,83101,8:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,96,"925 Sage Avenue Ste 101 Kemmerer, WY 83101",,08:00 AM - 05:00 PM,,ho50699225,false,true,,,,poll7563412
ocd-division/country:us/state:wy/county:lincoln,jwagner@lcwy.org,Lincoln County,Lincoln County Courthouse,925 Sage Avenue,Ste 101,Kemmerer,WY,83101,8:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,97,"925 Sage Avenue Ste 101 Kemmerer, WY 83101",,08:00 AM - 05:00 PM,,ho50699225,false,true,,,,poll7563412
ocd-division/country:us/state:wy/county:lincoln,jwagner@lcwy.org,Lincoln County,Lincoln County Courthouse,925 Sage Avenue,Ste 101,Kemmerer,WY,83101,8:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,98,"925 Sage Avenue Ste 101 Kemmerer, WY 83101",,08:00 AM - 05:00 PM,,ho50699225,false,true,,,,poll7563412
ocd-division/country:us/state:wy/county:natrona,rvitto@natronacounty-wy.gov,Natrona County,Natrona County Courthouse,200 North Center Street,Suite 154,Casper,WY,82601,8:00:00 - 6:00,17:00:00 - 6:00,9/29/16,9/30/16,False,False,False,False,99,"200 North Center Street Suite 154 Casper, WY 82601",,08:00 AM - 05:00 PM,,ho76243773,false,true,,,,poll53174269
ocd-division/country:us/state:wy/county:natrona,rvitto@natronacounty-wy.gov,Natrona County,Natrona County Courthouse,200 North Center Street,Suite 154,Casper,WY,82601,8:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,False,False,False,False,100,"200 North Center Street Suite 154 Casper, WY 82601",,08:00 AM - 05:00 PM,,ho76243773,false,true,,,,poll53174269
ocd-division/country:us/state:wy/county:natrona,rvitto@natronacounty-wy.gov,Natrona County,Natrona County Courthouse,200 North Center Street,Suite 154,Casper,WY,82601,8:00:00 - 6:00,17:00:00 - 6:00,10/10/16,10/14/16,False,False,False,False,101,"200 North Center Street Suite 154 Casper, WY 82601",,08:00 AM - 05:00 PM,,ho76243773,false,true,,,,poll53174269
ocd-division/country:us/state:wy/county:natrona,rvitto@natronacounty-wy.gov,Natrona County,Natrona County Courthouse,200 North Center Street,Suite 154,Casper,WY,82601,8:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,False,False,False,False,102,"200 North Center Street Suite 154 Casper, WY 82601",,08:00 AM - 05:00 PM,,ho76243773,false,true,,,,poll53174269
ocd-division/country:us/state:wy/county:natrona,rvitto@natronacounty-wy.gov,Natrona County,Natrona County Courthouse,200 North Center Street,Suite 154,Casper,WY,82601,8:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,103,"200 North Center Street Suite 154 Casper, WY 82601",,08:00 AM - 05:00 PM,,ho76243773,false,true,,,,poll53174269
ocd-division/country:us/state:wy/county:natrona,rvitto@natronacounty-wy.gov,Natrona County,Natrona County Courthouse,200 North Center Street,Suite 154,Casper,WY,82601,8:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,104,"200 North Center Street Suite 154 Casper, WY 82601",,08:00 AM - 05:00 PM,,ho76243773,false,true,,,,poll53174269
ocd-division/country:us/state:wy/county:natrona,rvitto@natronacounty-wy.gov,Natrona County,Natrona County Courthouse,200 North Center Street,Suite 154,Casper,WY,82601,8:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,105,"200 North Center Street Suite 154 Casper, WY 82601",,08:00 AM - 05:00 PM,,ho76243773,false,true,,,,poll53174269
ocd-division/country:us/state:wy/county:niobrara,niocc@qwestoffice.net,Niobrara County,Niobara County Courthouse,424 South Elm,,Lusk,WY,82225,8:00:00 - 6:00,17:00:00 - 6:00,9/23/16,9/23/16,False,False,False,False,106,"424 South Elm nan Lusk, WY 82225",,08:00 AM - 05:00 PM,,ho58744273,false,true,,,,poll42773041
ocd-division/country:us/state:wy/county:niobrara,niocc@qwestoffice.net,Niobrara County,Niobara County Courthouse,424 South Elm,,Lusk,WY,82225,8:00:00 - 6:00,17:00:00 - 6:00,9/26/16,9/30/16,False,False,False,False,107,"424 South Elm nan Lusk, WY 82225",,08:00 AM - 05:00 PM,,ho58744273,false,true,,,,poll42773041
ocd-division/country:us/state:wy/county:niobrara,niocc@qwestoffice.net,Niobrara County,Niobara County Courthouse,424 South Elm,,Lusk,WY,82225,8:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,False,False,False,False,108,"424 South Elm nan Lusk, WY 82225",,08:00 AM - 05:00 PM,,ho58744273,false,true,,,,poll42773041
ocd-division/country:us/state:wy/county:niobrara,niocc@qwestoffice.net,Niobrara County,Niobara County Courthouse,424 South Elm,,Lusk,WY,82225,8:00:00 - 6:00,17:00:00 - 6:00,10/11/16,10/14/16,False,False,False,False,109,"424 South Elm nan Lusk, WY 82225",,08:00 AM - 05:00 PM,,ho58744273,false,true,,,,poll42773041
ocd-division/country:us/state:wy/county:niobrara,niocc@qwestoffice.net,Niobrara County,Niobara County Courthouse,424 South Elm,,Lusk,WY,82225,8:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,False,False,False,False,110,"424 South Elm nan Lusk, WY 82225",,08:00 AM - 05:00 PM,,ho58744273,false,true,,,,poll42773041
ocd-division/country:us/state:wy/county:niobrara,niocc@qwestoffice.net,Niobrara County,Niobara County Courthouse,424 South Elm,,Lusk,WY,82225,8:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,111,"424 South Elm nan Lusk, WY 82225",,08:00 AM - 05:00 PM,,ho58744273,false,true,,,,poll42773041
ocd-division/country:us/state:wy/county:niobrara,niocc@qwestoffice.net,Niobrara County,Niobara County Courthouse,424 South Elm,,Lusk,WY,82225,8:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,112,"424 South Elm nan Lusk, WY 82225",,08:00 AM - 05:00 PM,,ho58744273,false,true,,,,poll42773041
ocd-division/country:us/state:wy/county:niobrara,niocc@qwestoffice.net,Niobrara County,Niobara County Courthouse,424 South Elm,,Lusk,WY,82225,8:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,113,"424 South Elm nan Lusk, WY 82225",,08:00 AM - 05:00 PM,,ho58744273,false,true,,,,poll42773041
ocd-division/country:us/state:wy/county:park,crenner@parkcounty.us,Park County,Park County Courthouse,1002 Sheridan Ave,,Cody,WY,82414-3589,8:00:00 - 6:00,17:00:00 - 6:00,9/29/16,9/30/16,False,False,False,False,114,"1002 Sheridan Ave nan Cody, WY 82414-3589",,08:00 AM - 05:00 PM,,ho4180332,false,true,,,,poll2348759
ocd-division/country:us/state:wy/county:park,crenner@parkcounty.us,Park County,Park County Courthouse,1002 Sheridan Ave,,Cody,WY,82414-3589,8:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,False,False,False,False,115,"1002 Sheridan Ave nan Cody, WY 82414-3589",,08:00 AM - 05:00 PM,,ho4180332,false,true,,,,poll2348759
ocd-division/country:us/state:wy/county:park,crenner@parkcounty.us,Park County,Park County Courthouse,1002 Sheridan Ave,,Cody,WY,82414-3589,8:00:00 - 6:00,17:00:00 - 6:00,10/11/16,10/14/16,False,False,False,False,116,"1002 Sheridan Ave nan Cody, WY 82414-3589",,08:00 AM - 05:00 PM,,ho4180332,false,true,,,,poll2348759
ocd-division/country:us/state:wy/county:park,crenner@parkcounty.us,Park County,Park County Courthouse,1002 Sheridan Ave,,Cody,WY,82414-3589,8:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,False,False,False,False,117,"1002 Sheridan Ave nan Cody, WY 82414-3589",,08:00 AM - 05:00 PM,,ho4180332,false,true,,,,poll2348759
ocd-division/country:us/state:wy/county:park,crenner@parkcounty.us,Park County,Park County Courthouse,1002 Sheridan Ave,,Cody,WY,82414-3589,8:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,118,"1002 Sheridan Ave nan Cody, WY 82414-3589",,08:00 AM - 05:00 PM,,ho4180332,false,true,,,,poll2348759
ocd-division/country:us/state:wy/county:park,crenner@parkcounty.us,Park County,Park County Courthouse,1002 Sheridan Ave,,Cody,WY,82414-3589,8:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,119,"1002 Sheridan Ave nan Cody, WY 82414-3589",,08:00 AM - 05:00 PM,,ho4180332,false,true,,,,poll2348759
ocd-division/country:us/state:wy/county:park,crenner@parkcounty.us,Park County,Park County Courthouse,1002 Sheridan Ave,,Cody,WY,82414-3589,8:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,120,"1002 Sheridan Ave nan Cody, WY 82414-3589",,08:00 AM - 05:00 PM,,ho4180332,false,true,,,,poll2348759
ocd-division/country:us/state:wy/county:platte,pcclerk@plattecountywyoming.com,Platte County,Park County Courthouse,800 9th St.,,Wheatland,WY,82201,7:00:00 - 6:00,16:00:00 - 6:00,9/26/16,9/30/16,False,False,False,False,121,"800 9th St. nan Wheatland, WY 82201",,07:00 AM - 04:00 PM,,ho81855948,false,true,,,,poll29968441
ocd-division/country:us/state:wy/county:platte,pcclerk@plattecountywyoming.com,Platte County,Park County Courthouse,800 9th St.,,Wheatland,WY,82201,7:00:00 - 6:00,16:00:00 - 6:00,10/3/16,10/7/16,False,False,False,False,122,"800 9th St. nan Wheatland, WY 82201",,07:00 AM - 04:00 PM,,ho81855948,false,true,,,,poll29968441
ocd-division/country:us/state:wy/county:platte,pcclerk@plattecountywyoming.com,Platte County,Park County Courthouse,800 9th St.,,Wheatland,WY,82201,7:00:00 - 6:00,16:00:00 - 6:00,10/11/16,10/14/16,False,False,False,False,123,"800 9th St. nan Wheatland, WY 82201",,07:00 AM - 04:00 PM,,ho81855948,false,true,,,,poll29968441
ocd-division/country:us/state:wy/county:platte,pcclerk@plattecountywyoming.com,Platte County,Park County Courthouse,800 9th St.,,Wheatland,WY,82201,7:00:00 - 6:00,16:00:00 - 6:00,10/17/16,10/21/16,False,False,False,False,124,"800 9th St. nan Wheatland, WY 82201",,07:00 AM - 04:00 PM,,ho81855948,false,true,,,,poll29968441
ocd-division/country:us/state:wy/county:platte,pcclerk@plattecountywyoming.com,Platte County,Park County Courthouse,800 9th St.,,Wheatland,WY,82201,7:00:00 - 6:00,16:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,125,"800 9th St. nan Wheatland, WY 82201",,07:00 AM - 04:00 PM,,ho81855948,false,true,,,,poll29968441
ocd-division/country:us/state:wy/county:platte,pcclerk@plattecountywyoming.com,Platte County,Park County Courthouse,800 9th St.,,Wheatland,WY,82201,7:00:00 - 6:00,16:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,126,"800 9th St. nan Wheatland, WY 82201",,07:00 AM - 04:00 PM,,ho81855948,false,true,,,,poll29968441
ocd-division/country:us/state:wy/county:platte,pcclerk@plattecountywyoming.com,Platte County,Park County Courthouse,800 9th St.,,Wheatland,WY,82201,7:00:00 - 7:00,16:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,127,"800 9th St. nan Wheatland, WY 82201",,07:00 AM - 04:00 PM,,ho81855948,false,true,,,,poll29968441
ocd-division/country:us/state:wy/county:sheridan,ethompson@sheridancounty.com,Sheridan County,Sheridan County Courthouse,224 South Main Street,Suite B-2,Sheridan,WY,82801-4855,8:00:00 - 6:00,17:00:00 - 6:00,9/23/16,9/23/16,False,False,False,False,128,"224 South Main Street Suite B-2 Sheridan, WY 82801-4855",,08:00 AM - 05:00 PM,,ho63111098,false,true,,,,poll39328780
ocd-division/country:us/state:wy/county:sheridan,ethompson@sheridancounty.com,Sheridan County,Sheridan County Courthouse,224 South Main Street,Suite B-2,Sheridan,WY,82801-4855,8:00:00 - 6:00,17:00:00 - 6:00,9/26/16,9/30/16,False,False,False,False,129,"224 South Main Street Suite B-2 Sheridan, WY 82801-4855",,08:00 AM - 05:00 PM,,ho63111098,false,true,,,,poll39328780
ocd-division/country:us/state:wy/county:sheridan,ethompson@sheridancounty.com,Sheridan County,Sheridan County Courthouse,224 South Main Street,Suite B-2,Sheridan,WY,82801-4855,8:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,False,False,False,False,130,"224 South Main Street Suite B-2 Sheridan, WY 82801-4855",,08:00 AM - 05:00 PM,,ho63111098,false,true,,,,poll39328780
ocd-division/country:us/state:wy/county:sheridan,ethompson@sheridancounty.com,Sheridan County,Sheridan County Courthouse,224 South Main Street,Suite B-2,Sheridan,WY,82801-4855,8:00:00 - 6:00,17:00:00 - 6:00,10/10/16,10/14/16,False,False,False,False,131,"224 South Main Street Suite B-2 Sheridan, WY 82801-4855",,08:00 AM - 05:00 PM,,ho63111098,false,true,,,,poll39328780
ocd-division/country:us/state:wy/county:sheridan,ethompson@sheridancounty.com,Sheridan County,Sheridan County Courthouse,224 South Main Street,Suite B-2,Sheridan,WY,82801-4855,8:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,False,False,False,False,132,"224 South Main Street Suite B-2 Sheridan, WY 82801-4855",,08:00 AM - 05:00 PM,,ho63111098,false,true,,,,poll39328780
ocd-division/country:us/state:wy/county:sheridan,ethompson@sheridancounty.com,Sheridan County,Sheridan County Courthouse,224 South Main Street,Suite B-2,Sheridan,WY,82801-4855,8:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,133,"224 South Main Street Suite B-2 Sheridan, WY 82801-4855",,08:00 AM - 05:00 PM,,ho63111098,false,true,,,,poll39328780
ocd-division/country:us/state:wy/county:sheridan,ethompson@sheridancounty.com,Sheridan County,Sheridan County Courthouse,224 South Main Street,Suite B-2,Sheridan,WY,82801-4855,8:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,134,"224 South Main Street Suite B-2 Sheridan, WY 82801-4855",,08:00 AM - 05:00 PM,,ho63111098,false,true,,,,poll39328780
ocd-division/country:us/state:wy/county:sheridan,ethompson@sheridancounty.com,Sheridan County,Sheridan County Courthouse,224 South Main Street,Suite B-2,Sheridan,WY,82801-4855,8:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,135,"224 South Main Street Suite B-2 Sheridan, WY 82801-4855",,08:00 AM - 05:00 PM,,ho63111098,false,true,,,,poll39328780
ocd-division/country:us/state:wy/county:sublette,maryl@sublettewyo.com,Sublette County,Sublette County Courthouse,21 S. Tyler,,Pinedale,WY,82941,8:00:00 - 6:00,17:00:00 - 6:00,9/29/16,9/30/16,False,False,False,False,136,"21 S. Tyler nan Pinedale, WY 82941",,08:00 AM - 05:00 PM,,ho75221433,false,true,,,,poll19693278
ocd-division/country:us/state:wy/county:sublette,maryl@sublettewyo.com,Sublette County,Sublette County Courthouse,21 S. Tyler,,Pinedale,WY,82941,8:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,False,False,False,False,137,"21 S. Tyler nan Pinedale, WY 82941",,08:00 AM - 05:00 PM,,ho75221433,false,true,,,,poll19693278
ocd-division/country:us/state:wy/county:sublette,maryl@sublettewyo.com,Sublette County,Sublette County Courthouse,21 S. Tyler,,Pinedale,WY,82941,8:00:00 - 6:00,17:00:00 - 6:00,10/10/16,10/14/16,False,False,False,False,138,"21 S. Tyler nan Pinedale, WY 82941",,08:00 AM - 05:00 PM,,ho75221433,false,true,,,,poll19693278
ocd-division/country:us/state:wy/county:sublette,maryl@sublettewyo.com,Sublette County,Sublette County Courthouse,21 S. Tyler,,Pinedale,WY,82941,8:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,False,False,False,False,139,"21 S. Tyler nan Pinedale, WY 82941",,08:00 AM - 05:00 PM,,ho75221433,false,true,,,,poll19693278
ocd-division/country:us/state:wy/county:sublette,maryl@sublettewyo.com,Sublette County,Sublette County Courthouse,21 S. Tyler,,Pinedale,WY,82941,8:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,140,"21 S. Tyler nan Pinedale, WY 82941",,08:00 AM - 05:00 PM,,ho75221433,false,true,,,,poll19693278
ocd-division/country:us/state:wy/county:sublette,maryl@sublettewyo.com,Sublette County,Sublette County Courthouse,21 S. Tyler,,Pinedale,WY,82941,8:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,141,"21 S. Tyler nan Pinedale, WY 82941",,08:00 AM - 05:00 PM,,ho75221433,false,true,,,,poll19693278
ocd-division/country:us/state:wy/county:sublette,maryl@sublettewyo.com,Sublette County,Sublette County Courthouse,21 S. Tyler,,Pinedale,WY,82941,8:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,142,"21 S. Tyler nan Pinedale, WY 82941",,08:00 AM - 05:00 PM,,ho75221433,false,true,,,,poll19693278
ocd-division/country:us/state:wy/county:sweetwater,davisd@sweet.wy.us,Sweetwater County,Sweetwater County Courthouse,80 West Flaming Gorge Way,Ste 150,Green River,WY,82935,8:00:00 - 6:00,17:00:00 - 6:00,9/23/16,9/23/16,False,False,False,False,143,"80 West Flaming Gorge Way Ste 150 Green River, WY 82935",,08:00 AM - 05:00 PM,,ho98544971,false,true,,,,poll88521434
ocd-division/country:us/state:wy/county:sweetwater,davisd@sweet.wy.us,Sweetwater County,Sweetwater County Courthouse,80 West Flaming Gorge Way,Ste 150,Green River,WY,82935,8:00:00 - 6:00,17:00:00 - 6:00,9/26/16,9/30/16,False,False,False,False,144,"80 West Flaming Gorge Way Ste 150 Green River, WY 82935",,08:00 AM - 05:00 PM,,ho98544971,false,true,,,,poll88521434
ocd-division/country:us/state:wy/county:sweetwater,davisd@sweet.wy.us,Sweetwater County,Sweetwater County Courthouse,80 West Flaming Gorge Way,Ste 150,Green River,WY,82935,8:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,False,False,False,False,145,"80 West Flaming Gorge Way Ste 150 Green River, WY 82935",,08:00 AM - 05:00 PM,,ho98544971,false,true,,,,poll88521434
ocd-division/country:us/state:wy/county:sweetwater,davisd@sweet.wy.us,Sweetwater County,Sweetwater County Courthouse,80 West Flaming Gorge Way,Ste 150,Green River,WY,82935,8:00:00 - 6:00,17:00:00 - 6:00,10/11/16,10/14/16,False,False,False,False,146,"80 West Flaming Gorge Way Ste 150 Green River, WY 82935",,08:00 AM - 05:00 PM,,ho98544971,false,true,,,,poll88521434
ocd-division/country:us/state:wy/county:sweetwater,davisd@sweet.wy.us,Sweetwater County,Sweetwater County Courthouse,80 West Flaming Gorge Way,Ste 150,Green River,WY,82935,8:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,False,False,False,False,147,"80 West Flaming Gorge Way Ste 150 Green River, WY 82935",,08:00 AM - 05:00 PM,,ho98544971,false,true,,,,poll88521434
ocd-division/country:us/state:wy/county:sweetwater,davisd@sweet.wy.us,Sweetwater County,Sweetwater County Courthouse,80 West Flaming Gorge Way,Ste 150,Green River,WY,82935,8:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,148,"80 West Flaming Gorge Way Ste 150 Green River, WY 82935",,08:00 AM - 05:00 PM,,ho98544971,false,true,,,,poll88521434
